InvoiceNo,SKU,Quantity,InvoiceDate,Country
538076,21259,1,21/01/2022,15311_United Kingdom
538077,22231,1,21/01/2022,14667_United Kingdom
538148,22619,1,21/01/2022,NA_United Kingdom
538148,21259,2,21/01/2022,NA_United Kingdom
538153,22141,5,21/01/2022,NA_United Kingdom
538153,37340,1,21/01/2022,NA_United Kingdom
538155,84849B,2,21/01/2022,16907_United Kingdom
538163,21259,8,21/01/2022,17841_United Kingdom
538167,20719,3,21/01/2022,14713_United Kingdom
538172,21098,24,22/01/2022,15805_United Kingdom
538177,84849B,1,22/01/2022,NA_United Kingdom
538181,21232,12,22/01/2022,17076_United Kingdom
538248,21272,2,22/01/2022,18116_United Kingdom
538327,21644,1,22/01/2022,15514_United Kingdom
538349,22619,4,22/01/2022,NA_United Kingdom
538349,21232,7,22/01/2022,NA_United Kingdom
538351,22081,1,22/01/2022,NA_United Kingdom
538366,21259,6,24/01/2022,18109_United Kingdom
538419,21380,1,24/01/2022,16367_United Kingdom
538509,22637,1,24/01/2022,14413_United Kingdom
538513,21672,2,24/01/2022,15454_United Kingdom
538524,85131B,1,25/01/2022,NA_United Kingdom
538524,90010B,1,25/01/2022,NA_United Kingdom
538524,22637,2,25/01/2022,NA_United Kingdom
538524,17038,2,25/01/2022,NA_United Kingdom
538524,21232,16,25/01/2022,NA_United Kingdom
538537,22795,16,25/01/2022,12747_United Kingdom
538566,22619,1,25/01/2022,NA_United Kingdom
538566,21232,4,25/01/2022,NA_United Kingdom
538626,22619,3,25/01/2022,17338_United Kingdom
538635,84849B,1,25/01/2022,17303_United Kingdom
538652,21331,2,25/01/2022,17890_United Kingdom
538664,85034B,12,25/01/2022,14733_United Kingdom
538689,22795,2,26/01/2022,13050_United Kingdom
538709,22663,1,26/01/2022,16442_United Kingdom
538709,21380,1,26/01/2022,16442_United Kingdom
538722,21135,8,26/01/2022,17975_United Kingdom
538783,22795,16,26/01/2022,14961_United Kingdom
538826,21380,12,26/01/2022,12370_United Kingdom
538839,90214M,7,26/01/2022,14606_United Kingdom
538849,84849B,5,26/01/2022,14415_United Kingdom
538866,21781,1,26/01/2022,17841_United Kingdom
538877,20719,71,26/01/2022,NA_United Kingdom
538880,22677,1,26/01/2022,NA_United Kingdom
538884,22141,1,26/01/2022,NA_United Kingdom
538894,22141,2,26/01/2022,16161_United Kingdom
538896,10125,20,27/01/2022,16145_United Kingdom
538910,22794,2,27/01/2022,17454_United Kingdom
538917,22795,4,27/01/2022,17449_United Kingdom
538935,22637,4,27/01/2022,18168_United Kingdom
538951,22795,4,27/01/2022,16782_United Kingdom
539047,22619,4,27/01/2022,15290_United Kingdom
539049,20719,10,27/01/2022,15615_United Kingdom
539101,22693,2400,28/01/2022,16029_United Kingdom
539337,22141,12,29/01/2022,NA_United Kingdom
539403,21272,12,29/01/2022,12647_United Kingdom
539414,21577,3,29/01/2022,16931_United Kingdom
539434,22081,1,29/01/2022,NA_United Kingdom
539434,22794,1,29/01/2022,NA_United Kingdom
539436,85135C,1,29/01/2022,NA_United Kingdom
539437,22932,1,29/01/2022,NA_United Kingdom
539437,21232,4,29/01/2022,NA_United Kingdom
539437,22795,1,29/01/2022,NA_United Kingdom
539453,21115,1,29/01/2022,NA_United Kingdom
539453,21232,6,29/01/2022,NA_United Kingdom
539453,22795,5,29/01/2022,NA_United Kingdom
539470,21340,1,31/01/2022,14472_United Kingdom
550132,22858,6,26/04/2021,16933_Unspecified
563210,37340,6,26/08/2021,16466_Unspecified
568703,21098,4,10/10/2021,12748_Unspecified
569372,46776B,1,15/10/2021,NA_Unspecified
569491,21577,2,16/10/2021,14056_Unspecified
574663,23323,3,18/11/2021,13527_Unspecified
574701,82486,1,18/11/2021,15426_Unspecified
578789,21259,2,07/12/2021,16161_Unspecified
579001,82486,2,09/12/2021,15555_Unspecified
538307,21272,2,22/01/2022,14667_Unspecified
538351,21488,8,22/01/2022,NA_Unspecified
539492,22795,1,01/01/2021,NA_USA
539561,21380,12,01/01/2021,16422_USA
539588,21259,2,01/01/2021,14527_USA
539593,22141,12,01/01/2021,13319_USA
539595,22141,1,01/01/2021,NA_USA
539595,85135C,1,01/01/2021,NA_USA
539595,22081,1,01/01/2021,NA_USA
539631,84673B,1,01/01/2021,NA_USA
539631,22141,2,01/01/2021,NA_USA
539649,22633,1,01/01/2021,NA_USA
539663,21664,6,02/01/2021,17961_USA
539728,22693,24,02/01/2021,16270_USA
539741,84559a,1,02/01/2021,NA_USA
539742,22141,1,02/01/2021,NA_USA
539744,84559a,1,02/01/2021,NA_USA
539745,21577,1,02/01/2021,NA_USA
539754,46000M,1,02/01/2021,12748_USA
539856,22619,1,03/01/2021,NA_USA
539958,85131B,8,04/01/2021,NA_USA
539958,21098,9,04/01/2021,NA_USA
539958,22641,1,04/01/2021,NA_USA
540013,22794,1,16/01/2021,16255_USA
540122,84926F,96,17/01/2021,13694_USA
540149,21232,12,17/01/2021,12921_USA
540185,22693,24,17/01/2021,14653_USA
540247,22231,1,17/01/2021,15464_USA
540248,22932,2,17/01/2021,15034_USA
540255,90114,1,17/01/2021,NA_USA
540276,20719,30,18/01/2021,14680_USA
540348,22932,2,18/01/2021,12841_USA
540354,90057,24,18/01/2021,13576_USA
540355,22637,3,18/01/2021,NA_USA
540412,22795,2,19/01/2021,13842_USA
540458,22089,6,19/01/2021,12501_USA
540471,21232,12,19/01/2021,15601_USA
540477,85034B,12,19/01/2021,13233_USA
540497,46000M,6,19/01/2021,NA_USA
540501,85034B,24,21/01/2021,13162_USA
540509,84559A,20,21/01/2021,14800_USA
540520,21232,3,21/01/2021,17555_USA
540529,20719,20,21/01/2021,16748_USA
540537,21644,24,21/01/2021,13565_USA
540538,22795,1,21/01/2021,17841_USA
540538,21672,6,21/01/2021,17841_USA
540551,90001D,1,22/01/2021,NA_USA
540680,21672,12,22/01/2021,15311_USA
540700,22619,8,23/01/2021,12393_USA
540801,22619,8,23/01/2021,12540_USA
540821,21781,1,23/01/2021,NA_USA
540907,22795,2,24/01/2021,13488_USA
540976,20719,10,24/01/2021,12652_USA
541015,22795,2,25/01/2021,16315_USA
541104,22141,1,25/01/2021,NA_USA
541213,21380,4,26/01/2021,15033_USA
541219,10125,5,26/01/2021,NA_USA
541294,22795,4,29/01/2021,14898_USA
541417,35810B,1,29/01/2021,16033_USA
541421,10125,2,29/01/2021,NA_USA
541422,22141,1,29/01/2021,NA_USA
541422,84536B,1,29/01/2021,NA_USA
541479,21380,36,30/01/2021,16422_USA
541480,20719,10,30/01/2021,12527_USA
541596,21232,8,31/01/2021,17602_USA
541648,85135C,1,01/02/2021,17811_USA
541649,22619,4,01/02/2021,17418_USA
541655,21340,1,01/02/2021,14779_USA
541655,21781,1,01/02/2021,14779_USA
541660,21115,2,01/02/2021,17787_USA
541671,22858,6,01/02/2021,14735_USA
541684,22795,4,01/02/2021,15498_USA
541695,22663,1,01/02/2021,NA_USA
541695,90114,1,01/02/2021,NA_USA
541696,85131B,2,01/02/2021,NA_USA
541696,84661B,1,01/02/2021,NA_USA
541827,10125,3,02/02/2021,NA_USA
541838,22795,2,04/02/2021,12916_USA
541841,21577,8,04/02/2021,14450_USA
541848,90160B,2,04/02/2021,17611_USA
541850,21781,1,04/02/2021,14224_USA
541854,21232,4,04/02/2021,18283_USA
541859,20996,6,04/02/2021,14606_USA
541869,17084N,25,05/02/2021,NA_USA
541875,21232,12,05/02/2021,16558_USA
541979,22795,2,05/02/2021,14911_USA
541999,85131B,5,06/02/2021,NA_USA
542084,20719,20,06/02/2021,14680_USA
542096,84881,4,06/02/2021,17236_USA
542098,22693,24,06/02/2021,16531_USA
542208,21380,12,07/02/2021,16422_USA
542236,22858,4,07/02/2021,17027_USA
542237,20719,10,07/02/2021,12347_USA
542276,35810B,6,08/02/2021,12764_USA
542344,22858,1,08/02/2021,NA_USA
542397,22932,48,08/02/2021,13328_USA
542535,21259,2,09/02/2021,12735_USA
542542,21115,4,09/02/2021,12431_USA
542607,22794,1,11/02/2021,13148_USA
542611,22637,4,11/02/2021,15415_USA
542612,22795,1,11/02/2021,17841_USA
542621,21232,12,12/02/2021,12528_USA
542624,84559a,1,12/02/2021,NA_USA
542727,22637,1,12/02/2021,17604_USA
542733,20996,1,12/02/2021,15058_USA
542737,21135,1,12/02/2021,15058_USA
542795,22795,4,13/02/2021,18055_USA
542862,20996,5,13/02/2021,14606_USA
542898,20996,4,13/02/2021,16110_USA
542902,21672,12,13/02/2021,16011_USA
542932,22089,6,14/02/2021,13089_USA
543013,21672,1,14/02/2021,NA_USA
543028,22260,12,14/02/2021,14443_USA
543030,22693,24,14/02/2021,12437_USA
543033,21672,6,14/02/2021,17841_USA
543036,46000R,2,14/02/2021,17223_USA
543096,20719,3,15/02/2021,14044_USA
543121,22231,12,15/02/2021,12662_USA
543161,22794,2,15/02/2021,14497_USA
543184,21259,4,16/02/2021,16525_USA
543187,22932,6,16/02/2021,14778_USA
543273,22663,10,18/02/2021,16456_USA
543281,21115,1,18/02/2021,14606_USA
543300,85197,1,19/02/2021,13334_USA
543345,20996,1,19/02/2021,NA_USA
543354,22089,6,19/02/2021,13458_USA
543370,21781,1,19/02/2021,12359_USA
543399,85131B,1,20/02/2021,NA_USA
543400,20719,10,20/02/2021,14688_USA
543448,22089,1,20/02/2021,NA_USA
543468,21272,2,20/02/2021,14562_USA
543474,22677,3,20/02/2021,14415_USA
543546,84849B,1,21/02/2021,NA_USA
543555,21672,12,22/02/2021,17686_USA
543641,21644,12,22/02/2021,14555_USA
543660,22260,6,23/02/2021,NA_USA
543800,21115,1,25/02/2021,17282_USA
543805,20996,6,25/02/2021,17050_USA
543810,21781,1,25/02/2021,13171_USA
543812,84849B,1,25/02/2021,17472_USA
543828,20719,10,26/02/2021,14156_USA
543973,21340,2,26/02/2021,17571_USA
543973,22260,2,26/02/2021,17571_USA
544037,21232,12,27/02/2021,14961_USA
544074,22858,6,27/02/2021,14156_USA
544076,21672,36,27/02/2021,16407_USA
544087,21364,1,27/02/2021,17530_USA
544106,22794,1,28/02/2021,14530_USA
544108,20719,10,28/02/2021,12653_USA
544214,22637,2,01/03/2021,NA_USA
544286,21232,6,01/03/2021,13151_USA
544292,20719,10,01/03/2021,16745_USA
544293,20719,1,01/03/2021,17954_USA
544294,21672,12,01/03/2021,15601_USA
544299,22089,6,01/03/2021,13178_USA
544336,22858,1,01/03/2021,13230_USA
544336,21672,3,01/03/2021,13230_USA
544430,22637,2,02/03/2021,16306_USA
544457,22663,10,04/03/2021,14667_USA
544476,21232,16,05/03/2021,14796_USA
544565,22637,4,05/03/2021,18055_USA
544571,22619,4,05/03/2021,15146_USA
544586,21272,4,05/03/2021,17338_USA
544586,21380,3,05/03/2021,17338_USA
544660,22663,10,06/03/2021,15078_USA
544664,22858,6,06/03/2021,16045_USA
544767,37340,1,07/03/2021,NA_USA
544767,21259,1,07/03/2021,NA_USA
544796,21340,1,07/03/2021,16208_USA
544799,20719,10,07/03/2021,17063_USA
544824,22794,2,08/03/2021,17139_USA
544931,22231,12,08/03/2021,13501_USA
544933,22858,6,09/03/2021,12633_USA
544937,22693,24,09/03/2021,12839_USA
544970,22637,4,09/03/2021,13362_USA
545004,22858,12,09/03/2021,13753_USA
545019,21340,8,09/03/2021,15093_USA
545023,22089,6,09/03/2021,12921_USA
545048,22663,10,11/03/2021,14810_USA
545056,21232,4,11/03/2021,16745_USA
545064,21259,2,11/03/2021,13636_USA
545080,20719,10,12/03/2021,13004_USA
545166,21135,8,12/03/2021,17027_USA
545182,17014A,96,12/03/2021,14046_USA
545190,22794,2,12/03/2021,15656_USA
545191,22663,10,12/03/2021,12811_USA
545215,84559A,1,12/03/2021,NA_USA
545216,90177A,1,12/03/2021,NA_USA
545289,22858,6,13/03/2021,14732_USA
545308,21340,1,13/03/2021,14656_USA
545308,22231,1,13/03/2021,14656_USA
545312,22637,2,13/03/2021,15456_USA
545327,22677,3,13/03/2021,13166_USA
545334,46000M,2,13/03/2021,15750_USA
545425,21340,1,14/03/2021,16792_USA
545428,22858,6,14/03/2021,14239_USA
545460,22637,1,14/03/2021,13230_USA
545543,21232,12,15/03/2021,13476_USA
545568,22858,1,15/03/2021,NA_USA
545584,85135C,1,16/03/2021,NA_USA
545595,21232,4,16/03/2021,14570_USA
545662,23126,4,16/03/2021,15358_USA
545688,21340,1,18/03/2021,16033_USA
545709,21672,12,19/03/2021,12708_USA
545717,84997a,3,19/03/2021,NA_USA
545895,85131B,3,19/03/2021,NA_USA
545895,84849B,1,19/03/2021,NA_USA
545897,22677,2,19/03/2021,NA_USA
545914,23126,4,20/03/2021,13340_USA
545916,21232,12,20/03/2021,12528_USA
545978,22858,3,20/03/2021,13975_USA
545999,21340,1,20/03/2021,13089_USA
546015,22637,4,20/03/2021,14336_USA
546017,22663,4,20/03/2021,14507_USA
546027,22637,4,21/03/2021,12759_USA
546248,22089,6,22/03/2021,16477_USA
546252,22663,10,22/03/2021,14930_USA
546252,21672,12,22/03/2021,14930_USA
546306,85131B,3,22/03/2021,NA_USA
546314,22932,1,22/03/2021,16808_USA
546322,23009,2,23/03/2021,14114_USA
546373,23009,6,23/03/2021,12583_USA
546436,22794,2,26/03/2021,14962_USA
546520,21380,6,26/03/2021,14911_USA
546561,22081,10,27/03/2021,18260_USA
546637,21340,24,27/03/2021,13854_USA
546649,37340,1,27/03/2021,NA_USA
546654,21259,1,27/03/2021,NA_USA
546771,22794,1,28/03/2021,17515_USA
546780,22693,144,29/03/2021,12435_USA
546781,22619,8,29/03/2021,12955_USA
546791,84997A,4,29/03/2021,17716_USA
546843,21259,2,29/03/2021,12472_USA
546875,20719,10,29/03/2021,12514_USA
547002,21672,12,30/03/2021,12878_USA
547018,22231,1,30/03/2021,17043_USA
547030,22260,12,01/04/2021,12948_USA
547042,21272,1,01/04/2021,NA_USA
547042,21232,2,01/04/2021,NA_USA
547194,22663,1,02/04/2021,12637_USA
547197,22619,4,02/04/2021,17811_USA
547223,20719,3,02/04/2021,12867_USA
547240,21232,4,02/04/2021,17585_USA
547249,22619,1,03/04/2021,NA_USA
547324,21232,12,03/04/2021,13014_USA
547374,22932,1,03/04/2021,16110_USA
547374,22637,1,03/04/2021,16110_USA
547383,22663,10,03/04/2021,12613_USA
547386,22677,1,03/04/2021,NA_USA
547398,21272,2,03/04/2021,NA_USA
547420,22260,12,04/04/2021,15449_USA
547535,20719,10,04/04/2021,16250_USA
547547,90114,1,04/04/2021,NA_USA
547561,23077,20,05/04/2021,14129_USA
547652,22260,1,05/04/2021,14606_USA
547668,22231,12,05/04/2021,14071_USA
547669,22932,1,05/04/2021,12748_USA
547684,20719,10,05/04/2021,12408_USA
547788,90018A,1,06/04/2021,NA_USA
547789,21380,6,06/04/2021,14911_USA
547818,22089,1,06/04/2021,12748_USA
547830,84997A,2,06/04/2021,NA_USA
547830,22260,2,06/04/2021,NA_USA
547882,20719,10,09/04/2021,14911_USA
547884,22663,10,09/04/2021,13481_USA
547896,23077,24,09/04/2021,17841_USA
547897,21577,6,09/04/2021,12792_USA
547910,85197,3,09/04/2021,14159_USA
547914,20719,30,09/04/2021,12594_USA
548186,21232,24,10/04/2021,13777_USA
548242,21232,12,11/04/2021,16218_USA
548257,21232,72,11/04/2021,13802_USA
548308,10125,4,11/04/2021,17220_USA
548317,23077,20,11/04/2021,18179_USA
548372,23077,24,11/04/2021,14572_USA
548373,21272,1,11/04/2021,NA_USA
548459,21380,6,12/04/2021,14890_USA
548466,84997A,4,12/04/2021,16386_USA
548497,20719,12,12/04/2021,13089_USA
548505,37340,1,12/04/2021,NA_USA
548665,22089,6,13/04/2021,14854_USA
548708,84751B,2,15/04/2021,13269_USA
548733,21259,2,16/04/2021,17648_USA
548780,22637,4,16/04/2021,13294_USA
548808,22089,3,16/04/2021,17774_USA
548865,22089,6,16/04/2021,14747_USA
548893,85131B,1,16/04/2021,NA_USA
548893,20719,1,16/04/2021,NA_USA
548955,23077,80,17/04/2021,12348_USA
548979,21232,72,17/04/2021,13798_USA
548992,22637,12,17/04/2021,13089_USA
548994,21476,1,17/04/2021,NA_USA
548996,21476,1,17/04/2021,NA_USA
549153,22663,10,18/04/2021,13771_USA
549155,22637,1,18/04/2021,NA_USA
549185,84997A,4,19/04/2021,18272_USA
549222,84559A,12,19/04/2021,12347_USA
549283,22637,6,19/04/2021,13005_USA
549292,46000M,2,19/04/2021,17869_USA
549322,22663,10,20/04/2021,16558_USA
549446,22637,4,20/04/2021,17054_USA
549524,85131B,1,20/04/2021,NA_USA
549567,46776B,2,22/04/2021,13632_USA
549586,20719,24,23/04/2021,NA_USA
549738,84997A,16,24/04/2021,NA_USA
549901,21232,4,24/04/2021,17180_USA
549964,21577,6,25/04/2021,13122_USA
549978,22858,6,25/04/2021,14834_USA
550006,21672,2,26/04/2021,17841_USA
550106,20719,1,26/04/2021,13772_USA
550130,84997A,2,26/04/2021,14390_USA
550130,85135C,1,26/04/2021,14390_USA
550135,84997A,72,26/04/2021,15769_USA
550137,35810B,24,26/04/2021,12477_USA
550178,20719,20,26/04/2021,12662_USA
550180,23077,40,26/04/2021,14163_USA
550193,46000R,8,27/04/2021,13952_USA
550274,22089,6,27/04/2021,15498_USA
550288,22231,2,27/04/2021,17367_USA
550296,22677,1,27/04/2021,13742_USA
550296,85135C,2,27/04/2021,13742_USA
550305,23009,1,29/04/2021,17920_USA
550317,22619,4,29/04/2021,15172_USA
550319,22693,24,29/04/2021,14524_USA
550341,21577,6,29/04/2021,13018_USA
550342,22089,6,29/04/2021,13018_USA
550342,21232,12,29/04/2021,13018_USA
550440,23077,20,30/04/2021,12407_USA
550459,21380,1,30/04/2021,18116_USA
550470,20719,1,30/04/2021,NA_USA
550471,22858,1,30/04/2021,NA_USA
550471,22260,3,30/04/2021,NA_USA
550471,21577,1,30/04/2021,NA_USA
550474,21380,1,30/04/2021,NA_USA
550479,21232,12,30/04/2021,15625_USA
550493,21380,2,30/04/2021,15311_USA
550496,21232,1,30/04/2021,NA_USA
550500,21672,1,30/04/2021,NA_USA
550627,21135,8,01/05/2021,16633_USA
550636,22858,1,01/05/2021,NA_USA
550637,22677,5,01/05/2021,14415_USA
550773,21672,12,02/05/2021,17567_USA
550819,85197,2,02/05/2021,17530_USA
550918,21340,2,03/05/2021,17630_USA
550946,21672,12,03/05/2021,12708_USA
550957,21232,4,03/05/2021,18283_USA
550957,20719,1,03/05/2021,18283_USA
551008,21232,2,08/05/2021,NA_USA
551174,21232,2,08/05/2021,NA_USA
551174,46776B,1,08/05/2021,NA_USA
551391,84997A,1,10/05/2021,15514_USA
551391,10125,1,10/05/2021,15514_USA
551468,22663,1,10/05/2021,NA_USA
551558,21380,1,15/05/2021,17841_USA
551561,21672,12,15/05/2021,17422_USA
551599,22089,6,15/05/2021,15696_USA
551650,21340,2,15/05/2021,13089_USA
551719,21380,3,15/05/2021,NA_USA
551776,22693,48,16/05/2021,13268_USA
551809,21232,72,16/05/2021,17511_USA
551822,22637,4,16/05/2021,13524_USA
551822,21232,8,16/05/2021,13524_USA
551855,22663,6,16/05/2021,12836_USA
552000,21380,1,17/05/2021,NA_USA
552013,20719,30,17/05/2021,12451_USA
552046,20996,24,18/05/2021,15235_USA
552166,21232,12,18/05/2021,13475_USA
552166,21672,12,18/05/2021,13475_USA
552259,21781,3,20/05/2021,15796_USA
552277,23077,20,20/05/2021,13642_USA
552280,21340,1,20/05/2021,13561_USA
552298,21340,1,20/05/2021,14507_USA
552449,23077,60,21/05/2021,12355_USA
552449,22693,24,21/05/2021,12355_USA
552520,85135C,1,21/05/2021,NA_USA
552529,46000M,6,21/05/2021,14541_USA
552544,22637,8,22/05/2021,13320_USA
552638,21115,2,22/05/2021,17700_USA
552640,20719,1,22/05/2021,17841_USA
552646,21644,2,22/05/2021,14078_USA
552660,22794,1,22/05/2021,NA_USA
552676,37340,1,22/05/2021,NA_USA
552695,22619,4,22/05/2021,16320_USA
552803,22794,2,23/05/2021,14573_USA
552811,21115,2,23/05/2021,17677_USA
552820,22081,10,23/05/2021,16644_USA
552821,21364,1,23/05/2021,18118_USA
552835,22089,6,23/05/2021,17664_USA
552843,85135C,1,23/05/2021,14649_USA
552857,23175,1,23/05/2021,NA_USA
553063,22619,4,25/05/2021,13018_USA
553173,21781,2,25/05/2021,17400_USA
553179,22619,2,27/05/2021,15440_USA
553184,22637,2,27/05/2021,13232_USA
553205,22795,2,28/05/2021,15813_USA
553208,22693,24,28/05/2021,12674_USA
553351,21364,1,28/05/2021,18118_USA
553381,22619,4,28/05/2021,13456_USA
553515,22677,5,29/05/2021,17515_USA
553524,21331,1,29/05/2021,15570_USA
553538,21135,8,29/05/2021,15855_USA
553546,23175,48,29/05/2021,12415_USA
553549,20719,1,29/05/2021,NA_USA
553658,22081,10,30/05/2021,16818_USA
553686,21380,6,30/05/2021,14911_USA
553691,84997A,1,30/05/2021,15311_USA
553718,85131B,2,30/05/2021,NA_USA
553739,23175,6,31/05/2021,14895_USA
553831,22637,6,31/05/2021,14442_USA
553831,22795,8,31/05/2021,14442_USA
553879,23175,4,31/05/2021,15791_USA
553890,85131B,2,31/05/2021,NA_USA
553890,84673B,1,31/05/2021,NA_USA
553890,22089,4,31/05/2021,NA_USA
553894,22663,20,31/05/2021,13658_USA
553894,21232,12,31/05/2021,13658_USA
553913,21781,1,31/05/2021,18109_USA
553927,22619,20,01/06/2021,17381_USA
554009,22089,6,01/06/2021,12935_USA
554016,84997A,6,01/06/2021,13243_USA
554065,21232,12,03/06/2021,18287_USA
554079,21135,2,03/06/2021,14546_USA
554097,22231,12,03/06/2021,12567_USA
554098,22641,2,03/06/2021,14769_USA
554103,22663,1,03/06/2021,15555_USA
554104,20719,10,03/06/2021,12705_USA
554124,21340,1,04/06/2021,13339_USA
554132,84997A,4,04/06/2021,12360_USA
554151,22693,24,04/06/2021,14049_USA
554157,22663,1,04/06/2021,18283_USA
554163,21781,1,04/06/2021,14573_USA
554261,84849B,5,04/06/2021,16033_USA
554269,22619,4,04/06/2021,13223_USA
554271,21380,6,04/06/2021,16422_USA
554275,21380,5,04/06/2021,14903_USA
554310,20719,6,04/06/2021,NA_USA
554326,21135,8,04/06/2021,13737_USA
554337,23175,4,04/06/2021,17920_USA
554348,22693,24,05/06/2021,13523_USA
554368,21672,12,05/06/2021,13267_USA
554415,23175,6,05/06/2021,18202_USA
554503,23077,20,05/06/2021,14163_USA
554511,22677,1,05/06/2021,NA_USA
554560,46000M,8,06/06/2021,13317_USA
554603,21232,1,06/06/2021,14593_USA
554644,22663,3,06/06/2021,15311_USA
554658,20719,10,06/06/2021,12839_USA
554663,20719,2,06/06/2021,14985_USA
554813,22089,1,07/06/2021,15852_USA
554814,84997A,4,07/06/2021,16609_USA
554866,22795,6,08/06/2021,13488_USA
554906,23175,4,08/06/2021,14194_USA
554935,22081,10,08/06/2021,14338_USA
554938,20719,20,08/06/2021,12876_USA
554956,20719,43,08/06/2021,NA_USA
554995,21259,2,10/06/2021,18109_USA
555017,21340,4,12/06/2021,16801_USA
555095,21340,8,12/06/2021,12540_USA
555095,22637,8,12/06/2021,12540_USA
555160,84997A,72,13/06/2021,14646_USA
555162,21672,12,13/06/2021,12473_USA
555202,84536B,2,13/06/2021,16813_USA
555277,22795,1,13/06/2021,NA_USA
555289,22663,10,14/06/2021,15078_USA
555324,22663,1,14/06/2021,NA_USA
555343,21272,1,14/06/2021,15918_USA
555350,22619,4,14/06/2021,17652_USA
555363,85034B,1,14/06/2021,14453_USA
555397,21781,1,14/06/2021,NA_USA
555418,22693,24,15/06/2021,15498_USA
555420,21340,1,15/06/2021,13458_USA
555470,84997A,4,15/06/2021,12455_USA
555558,20996,10,17/06/2021,14159_USA
555565,21232,12,17/06/2021,15298_USA
555567,84536B,6,17/06/2021,17050_USA
555589,23175,4,18/06/2021,12802_USA
555591,22677,10,18/06/2021,15073_USA
555627,37340,48,18/06/2021,15805_USA
555851,23175,1,19/06/2021,13050_USA
555853,23077,20,19/06/2021,14375_USA
555853,85135C,1,19/06/2021,14375_USA
555924,21781,1,19/06/2021,NA_USA
555925,17084N,1,19/06/2021,NA_USA
555949,22693,24,20/06/2021,16626_USA
556042,23236C,2,20/06/2021,14367_USA
556043,23242,18,20/06/2021,14078_USA
556056,21232,1,20/06/2021,17841_USA
556067,21135,8,20/06/2021,12748_USA
556073,22081,10,20/06/2021,16358_USA
556080,21232,19,20/06/2021,NA_USA
556093,22663,1,20/06/2021,NA_USA
556103,21272,5,20/06/2021,16011_USA
556105,22089,12,20/06/2021,13466_USA
556111,84536B,16,21/06/2021,13004_USA
556126,21577,6,21/06/2021,14911_USA
556127,84997A,12,21/06/2021,12406_USA
556181,85135C,1,21/06/2021,15407_USA
556183,22663,10,21/06/2021,13134_USA
556195,21232,4,21/06/2021,16745_USA
556206,22932,6,21/06/2021,14911_USA
556222,84673B,1,21/06/2021,17522_USA
556229,22663,10,21/06/2021,12839_USA
556237,23175,4,21/06/2021,NA_USA
556245,46000R,2,21/06/2021,17841_USA
556408,21232,4,22/06/2021,13533_USA
556440,22231,12,22/06/2021,14401_USA
556459,21098,1,22/06/2021,NA_USA
556472,22089,6,24/06/2021,16633_USA
556473,22089,1,24/06/2021,17265_USA
556486,20996,24,24/06/2021,17422_USA
556494,22633,1,24/06/2021,17802_USA
556507,21340,8,25/06/2021,12567_USA
556537,21781,2,25/06/2021,17725_USA
556572,21115,1,25/06/2021,15311_USA
556632,22794,1,25/06/2021,16987_USA
556727,22677,10,26/06/2021,17675_USA
556731,23236C,1,26/06/2021,18283_USA
556795,84536B,23,26/06/2021,15912_USA
556811,20996,24,26/06/2021,14997_USA
556812,84536B,6,26/06/2021,NA_USA
556812,23242,2,26/06/2021,NA_USA
556813,22637,1,26/06/2021,NA_USA
556906,21476,2,27/06/2021,12843_USA
556910,23077,20,27/06/2021,12748_USA
556914,22663,1,27/06/2021,12877_USA
556915,20996,1,27/06/2021,15036_USA
556953,22932,6,28/06/2021,14911_USA
556953,23175,12,28/06/2021,14911_USA
557034,23175,4,28/06/2021,13627_USA
557064,23236C,2,28/06/2021,13263_USA
557067,23175,12,28/06/2021,13098_USA
557225,22663,1,29/06/2021,15311_USA
557287,21340,1,01/07/2021,18109_USA
557296,21577,2,01/07/2021,15334_USA
557299,22089,6,01/07/2021,13047_USA
557327,23236,6,02/07/2021,14194_USA
557427,23236C,12,02/07/2021,12429_USA
557466,20719,30,02/07/2021,13815_USA
557472,22619,16,02/07/2021,12432_USA
557474,21115,10,02/07/2021,12432_USA
557484,21340,1,02/07/2021,14796_USA
557496,22794,1,02/07/2021,NA_USA
557502,20719,3,02/07/2021,NA_USA
557528,23175,4,03/07/2021,17159_USA
557570,84559A,2,03/07/2021,15998_USA
557577,21380,1,03/07/2021,14606_USA
557621,46000M,12,03/07/2021,12444_USA
557644,23175,16,03/07/2021,NA_USA
557645,21476,1,03/07/2021,NA_USA
557748,22795,2,04/07/2021,14527_USA
557750,20996,48,04/07/2021,16841_USA
557750,22089,6,04/07/2021,16841_USA
557771,21672,12,04/07/2021,15601_USA
557850,23236C,6,05/07/2021,12720_USA
557854,21232,4,05/07/2021,13268_USA
557888,21644,2,05/07/2021,14656_USA
557892,84673B,2,05/07/2021,14534_USA
557938,10125,2,05/07/2021,NA_USA
557938,23242,1,05/07/2021,NA_USA
557950,21135,8,05/07/2021,17848_USA
557952,23323,5,05/07/2021,14584_USA
557954,21340,2,05/07/2021,15023_USA
558084,23236C,6,08/07/2021,14837_USA
558098,22081,10,08/07/2021,18044_USA
558115,22677,10,09/07/2021,16003_USA
558118,22089,1,09/07/2021,NA_USA
558118,21272,2,09/07/2021,NA_USA
558196,23242,2,09/07/2021,16033_USA
558235,23236C,6,09/07/2021,16242_USA
558262,20719,300,10/07/2021,14646_USA
